2019-04-01 12:36:51,919 [Worker-17] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: ndms_system:kndcs:1.0.0 @ D:\Demo\GitServer\ndms_app\kndcs\pom.xml.
2019-04-11 13:26:01,448 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxls-poi:jar:1.0.11 is missing, no dependency information available
2019-04-11 13:26:01,459 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxls-jexcel:jar:1.0.6 is missing, no dependency information available
2019-04-11 13:26:01,470 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxl:jar:2.6.12 is missing, no dependency information available
2019-04-11 13:26:01,481 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jasypt:jar:1.9.2 is missing, no dependency information available
2019-04-11 13:26:01,493 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-mobile-device:jar:1.1.5.RELEASE is missing, no dependency information available
2019-04-11 13:26:01,504 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:mybatis:jar:3.4.5 is missing, no dependency information available
2019-04-11 13:26:01,516 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:aopalliance:jar:1.0 is missing, no dependency information available
2019-04-11 13:26:01,528 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:aspectjrt:jar:1.8.6 is missing, no dependency information available
2019-04-11 13:26:01,539 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:aspectjweaver:jar:1.8.6 is missing, no dependency information available
2019-04-11 13:26:01,550 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-dbcp:jar:1.4 is missing, no dependency information available
2019-04-11 13:26:01,561 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jasypt-spring3:jar:1.9.2 is missing, no dependency information available
2019-04-11 13:26:01,573 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:spring-modules-validation:jar:0.8 is missing, no dependency information available
2019-04-11 13:26:01,586 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-validator:jar:1.3.0 is missing, no dependency information available
2019-04-11 13:26:01,598 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:json-lib-ext-spring:jar:1.0.2 is missing, no dependency information available
2019-04-11 13:26:01,609 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:json-lib-jdk15:jar:2.2.2 is missing, no dependency information available
2019-04-11 13:26:01,621 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ezmorph:jar:1.0.6 is missing, no dependency information available
2019-04-11 13:26:01,633 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jstl:jar:1.1.2 is missing, no dependency information available
2019-04-11 13:26:01,645 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:taglibs:jar:1.1.2 is missing, no dependency information available
2019-04-11 13:26:01,656 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ehcache:jar:2.10.0 is missing, no dependency information available
2019-04-11 13:26:01,667 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:webappenhance:jar:1.0.1 is missing, no dependency information available
2019-04-11 13:26:01,679 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-validator:jar:5.1.3.Final is missing, no dependency information available
2019-04-11 13:26:01,691 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-annotations:jar:3.5.6-Final is missing, no dependency information available
2019-04-11 13:26:01,702 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-entitymanager:jar:5.1.0.Final is missing, no dependency information available
2019-04-11 13:26:01,714 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-core:jar:5.1.0.Final is missing, no dependency information available
2019-04-11 13:26:01,725 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jboss-logging:jar:3.3.0.Final is missing, no dependency information available
2019-04-11 13:26:01,736 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:classmate:jar:1.3.4 is missing, no dependency information available
2019-04-11 13:26:01,748 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-fileupload:jar:1.3.3 is missing, no dependency information available
2019-04-11 13:26:01,760 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-core:jar:3.0.4 is missing, no dependency information available
2019-04-11 13:26:01,771 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-servlet:jar:3.0.4 is missing, no dependency information available
2019-04-11 13:26:01,783 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-jsp:jar:3.0.4 is missing, no dependency information available
2019-04-11 13:26:01,795 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-extras:jar:3.0.4 is missing, no dependency information available
2019-04-11 13:26:01,806 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-api:jar:3.0.4 is missing, no dependency information available
2019-04-11 13:26:01,817 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-template:jar:3.0.4 is missing, no dependency information available
2019-04-11 13:26:01,828 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-servlet-wildcard:jar:1.0.6 is missing, no dependency information available
2019-04-11 13:26:01,840 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-api:jar:1.0.6 is missing, no dependency information available
2019-04-11 13:26:01,852 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-servlet:jar:1.0.6 is missing, no dependency information available
2019-04-11 13:26:01,863 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-jsp:jar:1.0.6 is missing, no dependency information available
2019-04-11 13:26:01,875 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-autotag-core-runtime:jar:1.2 is missing, no dependency information available
2019-04-11 13:26:01,887 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-digester:jar:2.0 is missing, no dependency information available
2019-04-11 13:26:01,899 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:jcl-over-slf4j:jar:1.7.25 is missing, no dependency information available
2019-04-11 13:26:01,911 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:log4jdbc-log4j2-jdbc4.1:jar:1.16 is missing, no dependency information available
2019-04-11 13:26:01,922 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-pool:jar:1.6 is missing, no dependency information available
2019-04-11 13:26:01,934 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-pool:jar:5.13.5 is missing, no dependency information available
2019-04-11 13:26:01,946 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-broker:jar:5.13.5 is missing, no dependency information available
2019-04-11 13:26:01,957 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-client:jar:5.13.5 is missing, no dependency information available
2019-04-11 13:26:01,968 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:javax.servlet-api:jar:3.0.1 is missing, no dependency information available
2019-04-11 13:26:01,980 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:javax.servlet.jsp-api:jar:2.3.1 is missing, no dependency information available
2019-04-11 13:26:01,992 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:joda-time:jar:2.7 is missing, no dependency information available
2019-04-11 13:26:02,004 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tika-core:jar:1.18 is missing, no dependency information available
2019-04-11 13:26:02,015 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:innorix-wp:jar:1.1.9 is missing, no dependency information available
2019-04-11 13:26:02,027 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:dom4j:jar:1.6.1 is missing, no dependency information available
2019-04-11 13:26:02,039 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xmlbeans:jar:2.6.0 is missing, no dependency information available
2019-04-11 13:26:02,051 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-core:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,061 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-bindings-soap:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,074 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-bindings-xml:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,085 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-databinding-jaxb:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,097 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-frontend-simple:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,109 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-ws-addr:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,121 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-wsdl:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,132 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-ws-policy:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,149 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-frontend-jaxws:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,163 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-transports-http:jar:3.1.9 is missing, no dependency information available
2019-04-11 13:26:02,175 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:woodstox-core-asl:jar:4.2.0 is missing, no dependency information available
2019-04-11 13:26:02,187 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:stax2-api:jar:3.1.4 is missing, no dependency information available
2019-04-11 13:26:02,199 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:neethi:jar:3.0.3 is missing, no dependency information available
2019-04-11 13:26:02,210 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:wsdl4j:jar:1.6.3 is missing, no dependency information available
2019-04-11 13:26:02,222 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xml-resolver:jar:1.2 is missing, no dependency information available
2019-04-11 13:26:02,235 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xmlschema-core:jar:2.2.1 is missing, no dependency information available
2019-04-11 13:26:02,246 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jaxb-core:jar:2.2.11 is missing, no dependency information available
2019-04-11 13:26:02,258 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jaxb-impl:jar:2.2.11 is missing, no dependency information available
2019-04-11 13:26:02,270 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:velocity:jar:1.7 is missing, no dependency information available
2019-04-11 13:26:02,287 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ccavutil:jar:1.0.0 is missing, no dependency information available
2019-04-11 13:26:02,299 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:iaikPkcs11Wrapper:jar:1.0.0 is missing, no dependency information available
2019-04-11 13:26:02,311 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:pdfbox-app:jar:2.0.8 is missing, no dependency information available
2019-04-11 13:26:02,322 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ttswfs:jar:1.0.0 is missing, no dependency information available
2019-04-11 13:26:03,157 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 13:26:03,169 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 459 resources to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 13:26:09,504 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-11 13:26:09,578 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 13:26:09,631 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 459 resources to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 13:26:13,891 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
2019-04-11 13:26:13,903 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 13:26:13,911 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 13:26:13,911 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Demo\GitServer\ndms_app\kndcs\src\test\resources
2019-04-11 13:27:03,334 [Worker-2] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Demo\GitServer\ndms_app\kndcs
2019-04-11 13:27:03,335 [Worker-2] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s D:\KMI_NDMS\maven\settings.xml clean
2019-04-11 13:28:10,371 [Worker-15] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Demo\GitServer\ndms_app\kndcs
2019-04-11 13:28:10,371 [Worker-15] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s D:\KMI_NDMS\maven\settings.xml install
2019-04-11 13:31:41,264 [Worker-0] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Demo\GitServer\ndms_app\kndcs
2019-04-11 13:31:41,268 [Worker-0] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s D:\KMI_NDMS\maven\settings.xml deploy
2019-04-11 13:57:34,061 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 13:57:34,067 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 13:57:34,094 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-11 13:57:34,094 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 13:57:34,095 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 13:57:34,105 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
2019-04-11 13:57:34,105 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 13:57:34,106 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 13:57:34,107 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Demo\GitServer\ndms_app\kndcs\src\test\resources
2019-04-11 14:01:03,395 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 14:01:03,396 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 14:01:03,407 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-11 14:01:03,407 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 14:01:03,408 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 14:01:03,421 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
2019-04-11 14:01:03,421 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 14:01:03,422 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 14:01:03,422 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Demo\GitServer\ndms_app\kndcs\src\test\resources
2019-04-11 14:02:06,105 [Worker-53] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Demo\GitServer\ndms_app\kndcs
2019-04-11 14:02:06,105 [Worker-53] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s D:\KMI_NDMS\maven\settings.xml clean
2019-04-11 14:02:47,218 [Worker-44] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Demo\GitServer\ndms_app\kndcs
2019-04-11 14:02:47,218 [Worker-44] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s D:\KMI_NDMS\maven\settings.xml install
2019-04-11 14:19:52,131 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 14:19:52,132 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 14:19:52,140 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-11 14:19:52,140 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 14:19:52,140 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 14:19:52,147 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
2019-04-11 14:19:52,147 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 14:19:52,148 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 14:19:52,148 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Demo\GitServer\ndms_app\kndcs\src\test\resources
2019-04-11 14:20:35,416 [Worker-65] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Demo\GitServer\ndms_app\kndcs
2019-04-11 14:20:35,417 [Worker-65] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s D:\KMI_NDMS\maven\settings.xml clean
2019-04-11 14:21:11,068 [Worker-69] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Demo\GitServer\ndms_app\kndcs
2019-04-11 14:21:11,068 [Worker-69] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s D:\KMI_NDMS\maven\settings.xml install
2019-04-11 14:52:14,799 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 14:52:14,799 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 14:52:14,799 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-11 14:52:14,799 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 14:52:14,799 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 14:52:14,799 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
2019-04-11 14:52:14,799 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 14:52:14,800 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 14:52:14,800 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Demo\GitServer\ndms_app\kndcs\src\test\resources
2019-04-11 14:53:24,872 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 14:53:24,872 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 14:53:24,872 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-11 14:53:24,873 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 14:53:24,873 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 14:53:24,873 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
2019-04-11 14:53:24,873 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 14:53:24,875 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 14:53:24,875 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Demo\GitServer\ndms_app\kndcs\src\test\resources
2019-04-11 15:35:46,304 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 15:35:46,305 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 15:35:46,318 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-11 15:35:46,319 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 15:35:46,319 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 15:35:46,330 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
2019-04-11 15:35:46,330 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 15:35:46,331 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 15:35:46,331 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Demo\GitServer\ndms_app\kndcs\src\test\resources
2019-04-11 15:36:28,453 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-11 15:36:28,495 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 459 resources to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 15:36:32,135 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-11 15:36:32,145 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-11 15:36:32,167 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 459 resources to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-11 15:36:35,547 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
